Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,8.0,470.437888609,65245.6598829,Healthcare,156.812629536,No,416.074011869,Yes,Female,By_16:00,0.740644396283,0.248185086995,7.44790984085,,5.20344362129,1.49585419567,6491.0,66.8795005651,424.672140876,5010.08440044,50882.1709575,No,173117.583352,20.6075748422,134.005478206,16.990425624,24757.0134116,80.0,Below_30,2.0,637.619751578,12.0,Public_or_other,Student_or_Unemployed,427.614847206,0.0,Yes
Browns,1.0,1009.16336686,105895.527711,Education,336.387788955,No,314.80193749,Yes,Female,By_16:00,0.801699602511,0.68176258239,5.33994402038,4.29156026337,0.189728639089,2.81916841865,9032.0,75.6537668174,406.182154594,3960.38368409,47541.9285272,No,99100.2598475,20.1539612631,221.932452517,76.228335849,113503.132347,100.0,30-45,1.0,607.820724674,10.0,Foot_or_bicycle,Student_or_Unemployed,421.55318358,2.0,Yes
Pinks,8.0,363.606571966,38058.1074099,Healthcare,121.202190655,No,314.005111658,Yes,Male,After_16:00,0.0448764078319,0.216942911269,5.62271459028,5.7026735344,7.36815019976,1.56558208168,9463.0,36.2180343363,429.77176083,3999.59463824,50034.7196563,No,98599.2101476,20.7309372878,205.38032533,59.207500983,14821.1732103,80.0,30-45,0.0,642.431876168,9.0,Foot_or_bicycle,Services_or_Retail,448.473560511,1.0,No
Purples,1.0,453.205710457,63971.9000482,Financial,151.068570152,No,423.462669857,Yes,Male,After_16:00,0.916222135769,0.930531056831,3.70704777073,2.31032630662,,1.36535378639,8732.0,15.8073906787,448.073123107,5130.77294478,57083.5271565,No,179320.632762,21.1677377891,144.009715537,60.4865513043,22982.7814581,60.0,45_and_up,0.0,750.803641267,12.0,Motorcycle_or_truck,Services_or_Retail,610.38312697,0.0,Yes
Blues,7.0,1449.35434182,68125.6752678,Financial,483.118113939,Yes,141.01246321,Yes,Male,By_16:00,0.375010114163,0.36832010909,6.9761280762,9.89594526123,8.2282251073,7.78877944453,,16.1224919138,108.462733945,1627.05009999,16441.0732371,Yes,19884.5147805,10.4145443465,594.374051207,88.3118225727,233896.23013,60.0,45_and_up,4.0,228.388199196,12.0,Car,Industry_or_other,233.340984648,1.0,No
Yellows,9.0,925.275522717,28761.7257174,Environment,308.425174239,Yes,93.2534958872,Yes,Male,By_16:00,0.977465475909,0.769098394783,2.67493415857,2.04010343878,1.87273211544,0.793613228016,7290.0,22.5124118384,557.052019953,2046.63899878,55033.6557719,,,23.6019494948,426.183545254,9.23393131234,95444.5132786,90.0,30-45,2.0,703.806618538,14.0,Public_or_other,Public_Sector,386.268901982,1.0,No
Purples,8.0,230.461338979,35922.8665536,Financial,76.8204463262,No,467.621164307,Yes,Male,By_16:00,,0.289534859825,5.70025447989,6.81693675695,9.94121477939,2.53667783923,7896.0,48.3605305199,494.343423678,5664.89849043,60270.1854993,No,218669.553308,22.2338351095,64.3777787843,74.2502763635,5988.20142008,60.0,30-45,1.0,769.348411043,9.0,Foot_or_bicycle,Services_or_Retail,555.354426604,1.0,Yes
Browns,3.0,701.277136882,84637.5390981,Financial,233.759045627,No,362.071717357,Yes,Female,By_16:00,0.417270045495,0.438908724347,1.90296638524,5.32157056034,0.390715203248,5.72154287947,8550.0,3.43835453968,429.845472151,4480.40811788,50864.6887725,No,131095.92851,20.7327150212,163.002574342,92.896786565,54887.0504582,60.0,30-45,3.0,647.455744614,5.0,Foot_or_bicycle,Industry_or_other,448.775295886,,No
Oranges,3.0,231.324382568,33989.5853516,Military,77.1081275228,No,440.804185545,Yes,Male,By_16:00,0.819060961017,0.529749566689,8.08005288476,1.88481429592,7.4476222042,5.18848952604,8178.0,18.3215390425,369.291640815,5146.62513708,45238.854102,Maybe,194308.329994,19.2169623202,202.858904552,46.150054899,6032.7714576,30.0,45_and_up,1.0,554.744018821,6.0,Motorcycle_or_truck,Student_or_Unemployed,356.602247067,0.0,Yes
Browns,5.0,233.936897026,23894.1537228,Financial,77.9789656754,No,306.417936118,Yes,Male,By_16:00,0.396854898427,0.562709421618,9.74759179866,9.0767527651,8.97003296297,3.38889367646,3731.0,,367.924327952,3800.02801708,43524.9075758,No,93891.9515746,19.1813536528,260.529840521,70.9478496574,6168.69805347,60.0,30-45,3.0,554.857524109,5.0,Public_or_other,Services_or_Retail,386.167670681,0.0,No
Pinks,7.0,234.099069669,23901.6960022,Healthcare,78.0330232231,No,306.30231939,Yes,Female,By_16:00,0.573512726231,0.580980974715,0.529570062645,4.29301537108,4.5169483521,1.05860271491,9347.0,26.9895184552,369.05562479,3801.13444348,47665.2169988,No,93821.1108637,19.2108205132,241.972009727,44.366246392,6177.18573656,80.0,45_and_up,3.0,643.946111337,7.0,Public_or_other,Hightech,562.331634173,0.0,No
Purples,10.0,473.326500124,67166.4815981,Financial,157.775500041,No,425.709198073,Yes,Male,After_16:00,,0.98480256577,8.95891931839,9.49486452388,2.0008948748,4.06376294093,7065.0,25.1644829055,445.873398344,5148.83877742,57652.4936936,No,181228.321324,21.1157144881,168.4080742,53.8368634181,25060.8839133,60.0,Below_30,2.0,764.412749161,10.0,Foot_or_bicycle,Public_Sector,641.111541689,0.0,Yes
Browns,4.0,292.64785422,31038.4927285,Financial,97.54928474,No,,Yes,Male,By_16:00,0.0896069474984,0.338615035871,6.50798006216,2.91350328131,2.89853372844,3.38457210222,,94.4133255864,376.731482859,3935.28975319,45043.2438971,No,101240.217055,,236.320248191,54.1019601747,9623.41223803,60.0,Below_30,3.0,577.30311831,6.0,Public_or_other,,412.853031724,0.0,Yes
Browns,5.0,274.518358187,45349.6722355,Social,91.5061193957,No,495.591688676,Yes,Male,After_16:00,0.431578021264,0.440481260419,4.32489942061,8.54053221177,1.09448760282,3.14264518674,5518.0,92.7908711135,445.996916826,5847.91072041,54771.732813,No,245611.121884,21.1186390856,65.174498089,42.4872884993,8474.87600626,70.0,Below_30,4.0,682.845975738,6.0,Public_or_other,Student_or_Unemployed,463.779163454,0.0,Yes
Browns,2.0,469.535103766,52792.6854678,Financial,156.511701255,No,337.308233469,Yes,Male,By_16:00,0.251887519844,0.0495607850607,8.09279719135,0.33608978847,3.9033154049,9.8972594738,8393.0,88.6701088399,410.688630728,4194.45959615,48355.9905951,No,113776.844366,20.265454121,200.311390758,53.6740484415,24662.4243311,60.0,Below_30,2.0,615.669290304,6.0,Public_or_other,Hightech,424.637398602,0.0,Yes
Reds,6.0,277.554087441,45523.8750979,Other,92.5180291469,No,492.054094944,Yes,Female,After_16:00,0.887109260773,0.26751417201,1.60984513815,2.68153253943,8.59105589567,7.71862311754,4497.0,29.3379988056,,5768.91775698,54281.2892822,,242117.232351,20.5958346219,79.0470230479,61.689132452,8662.10374637,50.0,30-45,0.0,691.437959114,8.0,Motorcycle_or_truck,Public_Sector,520.92597245,0.0,Yes
Browns,7.0,462.508980822,51038.9795289,Financial,154.169660274,No,331.057222531,Yes,Female,By_16:00,0.981704465114,0.383133184165,0.735149295069,5.29083517846,6.16797948256,8.54221221292,5718.0,55.7103571249,350.1063785,4010.78498231,42349.2562492,No,109598.88459,18.7111298029,256.310879658,5.9812632855,23932.4538093,60.0,45_and_up,1.0,537.609575645,5.0,Foot_or_bicycle,Services_or_Retail,378.816225485,0.0,No
Purples,9.0,763.883099101,110470.098275,Environment,254.6276997,No,433.849492436,Yes,Male,After_16:00,0.484343228862,0.38330507162,6.63638484897,4.83357842546,4.73918767879,6.64707625983,5468.0,17.9507133085,424.536218972,5187.56736231,51508.0813411,No,188225.382087,20.6042767156,115.826695539,57.0732881548,65099.8931543,90.0,45_and_up,3.0,646.548903968,15.0,Public_or_other,Hightech,442.1627153,2.0,No
Blues,7.0,1175.50163125,106487.638023,Education,391.833877082,Yes,271.767308166,Yes,Female,After_16:00,0.17759157042,0.337100674398,3.55711958837,9.17849127436,0.722037621308,3.49161160877,3015.0,44.496606593,427.844521349,3573.36212436,42961.9308881,Yes,73857.4697878,20.6844028521,400.514990077,73.3379872981,153935.621106,100.0,45_and_up,3.0,501.678646582,16.0,Public_or_other,Public_Sector,178.883693102,,No
Blues,6.0,1092.791365,188404.076261,Social,364.263788332,Yes,517.218791149,No,Male,By_16:00,0.319016167196,0.168135194341,4.33749335818,1.50602145586,6.20186707703,7.13211309398,6633.0,12.466624938,257.773237787,5687.73438707,34034.7905252,Yes,267515.277918,16.0553180531,385.284041226,26.1704990407,133062.371279,70.0,30-45,2.0,384.157185573,10.0,Motorcycle_or_truck,Student_or_Unemployed,200.8787849,0.0,No
Blues,2.0,1332.50022332,230136.649938,Financial,444.166741107,Yes,518.131207582,No,Female,By_16:00,0.298374395818,0.973155143671,9.92367017083,6.70555688906,8.40651358478,,6957.0,56.2566859648,151.499768694,5484.31161321,37178.3833515,Yes,268459.94827,12.3085242289,405.506420984,18.4472927824,197738.260647,60.0,Below_30,4.0,541.427506649,12.0,Public_or_other,Industry_or_other,706.529188132,0.0,Yes
Pinks,10.0,58.8339360506,6780.26753821,Environment,19.6113120169,No,345.732479927,Yes,Male,After_16:00,0.86081582075,0.658247828251,5.04170787055,8.65211408352,2.54626480397,4.79205601616,7057.0,88.1084159715,375.081523038,4207.48784535,47893.4746375,No,119530.947677,19.3670215324,199.73435776,22.1426244825,414.214871039,90.0,Below_30,2.0,633.222719503,8.0,Car,Student_or_Unemployed,522.152201552,0.0,Yes
Greys,6.0,876.921056963,149203.082625,Foreign_Affairs,292.307018988,No,510.432774218,No,Male,By_16:00,0.4414860697,0.431139690336,2.98649925506,1.33752466878,5.13487494551,9.35736091342,4870.0,3.71379642747,417.859417104,5940.04657639,50718.796131,Maybe,260541.616996,20.441609944,150.383034159,,85745.7003684,40.0,45_and_up,2.0,614.349048488,9.0,Public_or_other,Industry_or_other,374.464591344,1.0,Yes
Browns,6.0,86.3619206249,9106.61825358,Social,28.787306875,No,316.341444969,Yes,Male,After_16:00,0.17914516991,0.562902847305,9.45650230628,1.10104966909,6.95510615595,6.51353499852,7758.0,66.0549246706,380.476204025,3924.36685774,44591.6079162,No,100071.909805,19.5057992409,249.090782127,6.19001372252,867.496343988,70.0,45_and_up,3.0,564.838967895,7.0,Foot_or_bicycle,Industry_or_other,381.552479552,0.0,Yes
Blues,7.0,1128.93613113,75117.3052419,Education,376.312043711,Yes,199.614406441,Yes,Male,After_16:00,0.547607079381,0.466615208425,6.42309909686,1.40398706077,2.18130001565,2.33787345001,6618.0,29.2214332614,509.651253271,3015.44657095,59592.1850699,Yes,39845.9112586,22.5754568785,345.645998146,18.6307233991,141997.066286,100.0,30-45,2.0,814.009305517,16.0,Foot_or_bicycle,Student_or_Unemployed,670.723473858,1.0,No
Purples,6.0,727.760778468,113296.521723,Healthcare,242.586926156,No,467.034738923,Yes,Male,After_16:00,0.529592259089,0.528889077716,6.83279379038,3.70346428128,9.29095046129,6.96627368918,4151.0,42.0556195779,390.633704287,5451.6147978,50814.9024039,No,218121.44736,19.7644555778,114.354932147,57.4150131317,59101.003668,80.0,30-45,1.0,650.982840344,14.0,Foot_or_bicycle,Student_or_Unemployed,505.418065188,0.0,Yes
Pinks,10.0,85.8201675536,19385.8969898,Healthcare,28.6067225179,No,677.669277831,No,Male,After_16:00,0.128925042227,0.320699978154,7.74508815026,0.951109002344,9.62983418722,9.77163531817,8691.0,43.257370335,619.28265319,8015.25808469,72415.0093096,No,459235.650116,24.8853903564,214.093716041,68.8901386689,856.951295732,80.0,Below_30,0.0,871.904344596,7.0,Motorcycle_or_truck,Student_or_Unemployed,493.566057883,0.0,No
Purples,9.0,295.6619923,47911.5335475,Healthcare,98.5539974335,No,486.14500472,Yes,Female,After_16:00,0.0877378340811,0.175751278177,5.71477754042,4.83766698744,2.01083874097,5.08978305152,9128.0,82.2064443259,446.599374784,5754.64879677,53647.3248775,No,236336.965615,21.1328979268,97.3603956053,45.9455383476,9821.44440755,80.0,Below_30,3.0,660.443281573,12.0,Motorcycle_or_truck,Hightech,419.77868759,2.0,Yes
Purples,9.0,922.039196681,137697.997925,Environment,307.346398894,No,448.022161379,Yes,Female,By_16:00,0.760649430798,0.0970413449686,5.1645344682,6.12195661059,1.15242308937,3.7407450052,6004.0,43.0166330887,345.203550362,5170.62871452,45899.0945874,No,200723.857087,18.5796542046,167.263623287,56.3849314349,94779.1553119,90.0,Below_30,3.0,587.364407443,11.0,Foot_or_bicycle,Student_or_Unemployed,463.757991959,3.0,No
Blues,2.0,1632.66177239,324926.868249,Education,544.220590797,Yes,597.049934794,No,Male,After_16:00,0.802462529391,0.59756211401,8.85430757888,3.62103396794,9.01475593215,6.4751163451,9738.0,,90.0597629355,6150.61887381,23257.2119209,Yes,356468.624638,9.48998224105,486.514848569,63.3015972562,296730.272038,100.0,30-45,0.0,269.075780004,14.0,Motorcycle_or_truck,Services_or_Retail,256.633999765,2.0,No
Greens,5.0,383.83183624,32155.0582704,Financial,127.943945413,No,251.321453051,Yes,Female,After_16:00,0.274118134752,0.74480808829,3.40314825531,7.39069290925,4.20184819028,7.7266963548,6959.0,42.5659667468,529.406418726,3572.02736797,61309.0395535,No,63162.4727638,23.0088334934,286.130538007,56.755822245,16507.5971133,60.0,45_and_up,3.0,820.816647236,10.0,Car,Public_Sector,638.437450154,3.0,Yes
Oranges,6.0,58.8800432456,8202.08977488,Other,19.6266810819,No,417.905082407,Yes,Female,After_16:00,0.510303057497,0.452274350449,2.64833155321,6.36162843555,2.4534351239,5.37844557548,6447.0,6.17225160822,407.886072672,4994.82296941,52788.8381527,Maybe,174644.657901,20.1961895582,140.666484435,87.5329314265,414.833291371,50.0,30-45,1.0,,11.0,Motorcycle_or_truck,Industry_or_other,567.546345133,0.0,Yes
Browns,7.0,350.010986995,56424.2318798,Education,116.670328998,No,483.621091706,Yes,Female,After_16:00,0.788583687041,0.661813291255,7.74749071803,0.236981154885,1.05480178492,8.2219313737,3150.0,83.8342609117,441.331175824,5718.8732687,54020.609884,No,233889.360343,21.0078836588,75.0260112077,98.4743882203,13738.6359976,100.0,30-45,2.0,673.659238262,9.0,Foot_or_bicycle,Student_or_Unemployed,456.198141699,1.0,Yes
Whites,1.0,265.156557789,28507.7169886,Environment,88.3855192629,No,322.538321055,Yes,Male,,0.278623953694,0.0802828497253,5.48464977881,2.71748710657,7.08955407143,1.81256431155,8289.0,31.3688156893,311.171196455,3847.72560346,42688.4527373,No,104030.968549,17.6400452509,261.5227541,77.8499350883,7910.38553463,90.0,30-45,2.0,579.951508109,10.0,Foot_or_bicycle,Public_Sector,535.287198388,0.0,No
Oranges,,226.135109658,29077.369936,Other,75.3783698861,No,385.752172406,Yes,Female,After_16:00,0.496752614388,0.268992161611,2.90755661903,1.84336483246,6.54982060427,1.77800643491,6346.0,20.0022346107,355.723983579,4568.96969121,45795.2298204,Maybe,148804.738516,18.8606464253,186.679920773,29.7282125335,5767.27701657,50.0,Below_30,3.0,593.06428514,8.0,Motorcycle_or_truck,Services_or_Retail,468.674965357,0.0,No
Oranges,3.0,208.700654473,25248.949567,Military,69.5668848242,No,362.944950471,Yes,Female,By_16:00,0.858931714902,0.30401145271,0.624739413615,7.19519138336,5.09922843194,8.23032960529,5525.0,54.0454674745,453.859773023,4537.16905076,55071.2783451,Maybe,131729.037073,21.3039849095,152.213592402,93.9225257374,4919.11834897,30.0,Below_30,5.0,,5.0,Car,,547.497058487,4.0,No
Yellows,3.0,1021.02134767,81318.2882817,Social,340.340449222,Yes,238.932188247,Yes,Male,After_16:00,0.288997952361,0.388398976531,1.4489335753,1.23837010004,0.826002336107,9.28061387269,5684.0,15.4128445778,358.44206911,3106.20602069,40958.9133844,Yes,57088.5905806,18.9325663635,329.410391853,10.2892151335,116181.961826,70.0,30-45,2.0,525.223703968,13.0,Motorcycle_or_truck,Services_or_Retail,357.465245889,0.0,No
Browns,2.0,369.552186167,37507.132496,Financial,123.184062056,No,304.480400062,Yes,Female,After_16:00,0.673489504261,0.277414061129,1.49443425238,9.20010997215,9.56758052809,7.91189508513,4813.0,21.8239421025,356.15620433,3757.11640928,42331.4481198,No,92708.314022,18.8721012166,272.279165866,26.4470388414,15307.4972066,60.0,Below_30,1.0,539.310036346,6.0,Car,Student_or_Unemployed,376.642824887,0.0,Yes
Browns,9.0,488.183550646,54731.8046166,Education,162.727850215,No,336.339505156,Yes,Female,By_16:00,0.681990904501,0.736222565407,5.45382926939,5.77903805068,3.95296913572,8.8307122048,4686.0,66.2833574694,379.850696355,4123.09644427,45657.190558,No,113124.262729,19.4897587557,219.996946515,90.206484939,26653.081086,100.0,30-45,2.0,583.137909016,9.0,Motorcycle_or_truck,Industry_or_other,415.276663562,0.0,No
Greens,5.0,327.06761875,30213.6794164,Social,109.022539583,No,277.132412544,Yes,Female,By_16:00,0.879213101463,0.909588282229,4.06475602882,0.401701112278,6.29303300986,5.31429479364,7040.0,2.29819244705,522.456321521,3816.23676848,60920.9161092,No,76802.3740826,22.8573034613,257.326206099,9.0758463135,12004.9366768,70.0,45_and_up,1.0,811.253482238,12.0,Motorcycle_or_truck,Public_Sector,626.659103229,0.0,No
Browns,6.0,862.373298994,148443.160977,Social,287.457766331,No,516.399897179,No,Male,By_16:00,0.60228821286,0.218359280378,9.61675799685,0.52376604639,7.04505079193,5.8316217619,4073.0,24.8395236675,467.863024359,6099.72502051,56461.8912975,No,266668.853807,21.6301415705,65.0869724662,58.5251941578,82929.4251906,70.0,45_and_up,5.0,695.630865919,6.0,Car,Student_or_Unemployed,445.828308556,1.0,Yes
Purples,1.0,434.820959547,69339.9865086,Healthcare,144.940319849,No,478.403708374,Yes,Male,After_16:00,0.666119772475,0.542111249873,7.68914095825,6.66870275047,7.11622684496,9.78026103228,7310.0,78.0192565406,425.024585284,5634.08625431,55526.0552807,No,228870.108186,20.6161244002,113.353534243,12.5737658003,21162.6366377,80.0,Below_30,1.0,721.476093585,13.0,Foot_or_bicycle,Public_Sector,582.227191984,1.0,No
Blues,10.0,1815.15335442,433029.734746,Financial,605.05111814,Yes,715.691156934,No,Female,After_16:00,0.846629310865,0.803478680784,3.85006662691,5.19821655005,8.34746556357,5.76185766142,3173.0,20.2723169001,447.566341154,8052.04425165,62080.0847361,Yes,512213.832114,21.1557637809,249.25855158,76.2708209455,366701.90668,60.0,30-45,2.0,781.075078729,12.0,Motorcycle_or_truck,Student_or_Unemployed,613.392511994,1.0,Yes
Browns,4.0,502.207356133,47314.2356362,Environment,167.402452044,No,282.637649917,Yes,Female,By_16:00,0.0264865814243,0.226523287827,2.19784085639,3.71489881072,0.690479555633,9.27168858936,6199.0,9.19619735796,371.647867422,3569.67223402,44297.8347356,No,79884.0411507,19.2781707489,,91.0360145848,28200.9834025,90.0,Below_30,2.0,574.946091177,8.0,Foot_or_bicycle,Public_Sector,424.398491012,0.0,Yes
Blues,5.0,1175.19814809,141661.920754,Healthcare,,Yes,361.62902652,Yes,Female,After_16:00,0.337413904024,0.625025254674,9.66725772247,6.15483876551,9.61221565027,5.53227012046,6129.0,93.7534536701,442.817897676,4501.92606055,57582.3571453,Yes,130775.552822,,246.684651981,2.74173514917,153856.253525,80.0,Below_30,5.0,782.725790569,11.0,Car,Industry_or_other,696.053560016,0.0,Yes
Purples,10.0,,41319.0822565,Healthcare,98.7814025975,No,418.288070123,Yes,Male,By_16:00,0.392608859576,0.402630338911,8.32148547284,1.67999114608,0.654723551124,7.05030451063,4869.0,96.0133050336,463.906619035,5110.6939393,55862.1707216,No,174964.909607,21.5384915682,89.531898548,38.4677456692,9866.54690173,80.0,30-45,3.0,712.360938204,12.0,Public_or_other,Hightech,506.03234812,0.0,No
Greens,4.0,185.592682249,16557.8583604,Environment,61.8642274165,No,267.648349488,Yes,Male,By_16:00,0.242035511415,0.680402061902,5.70307404269,9.03638702352,9.78835341753,6.96296626935,9477.0,93.4411791852,519.041073991,3714.56564287,61284.2966124,No,71635.6389838,22.782472956,283.518632832,3.0568402959,3899.04686125,90.0,45_and_up,1.0,824.575470059,11.0,Foot_or_bicycle,Industry_or_other,661.347337036,0.0,Yes
Purples,5.0,556.888732587,90511.6525182,Environment,185.629577529,No,487.592837969,Yes,Female,After_16:00,0.743686993141,0.174196975073,8.63436690066,2.08554556593,,0.811167419888,6827.0,48.9975908073,417.484474663,5710.89732901,54856.9371094,No,237746.775638,20.4324368264,110.5852477,54.7116437927,34653.9696311,90.0,Below_30,1.0,710.780112969,13.0,Public_or_other,Hightech,572.56960395,0.0,No
Browns,4.0,39.1633663135,4348.51623872,Financial,13.0544554378,No,333.105908509,Yes,Male,After_16:00,0.0347902711947,0.602723917225,7.41777663818,5.68615266355,5.42580335634,6.05609644437,5652.0,26.1995902285,383.983090251,4099.02526559,45233.9864453,No,110959.546284,19.5954864765,233.587638302,59.7709294641,193.473262217,60.0,45_and_up,5.0,,5.0,Public_or_other,Services_or_Retail,384.892990461,0.0,Yes
Blues,3.0,1072.76773945,219152.37085,Healthcare,357.589246485,Yes,612.860629911,No,Male,After_16:00,0.0806071562693,0.722140387166,6.11632256769,5.99250824656,1.96310528554,3.04908414371,8756.0,12.2137139551,110.982978615,6350.57225634,26675.1983289,Yes,375598.151694,10.5348459227,442.935367042,95.3155747382,128237.658448,80.0,45_and_up,2.0,321.560511815,13.0,Foot_or_bicycle,Public_Sector,320.779536141,0.0,Yes
Browns,7.0,447.131164566,76780.3399054,Social,149.043721522,No,515.153131721,No,Female,By_16:00,0.748693929287,0.475217297673,0.376322083175,8.74420826323,5.19984536571,6.02678216994,3711.0,2.90806596167,477.444728838,6106.42077489,57957.8764914,No,265382.749122,,34.671515485,26.8476926722,22373.0746466,70.0,Below_30,0.0,720.448067932,7.0,Motorcycle_or_truck,Industry_or_other,478.464997611,0.0,No
Pinks,4.0,176.338105543,40701.5162201,Education,58.7793685145,No,692.44561908,No,Male,After_16:00,0.698622912401,0.0661644239444,4.00071731303,7.18840893591,2.28309471626,,9169.0,71.404281212,652.727485977,8229.91116275,75281.481092,No,479480.935383,25.548531973,245.851614992,66.6154656326,3523.79353148,100.0,30-45,4.0,902.171183841,11.0,Foot_or_bicycle,Public_Sector,490.943769107,1.0,Yes
Browns,9.0,836.542578947,88750.6620278,Environment,278.847526316,No,318.276669693,Yes,Male,After_16:00,0.028978696093,0.167398289312,5.27048636926,6.88898283988,5.79545452259,6.91585863475,5346.0,40.1228801813,388.236727626,3959.24015218,45162.3612698,No,101300.038471,19.7037236995,245.788493438,97.4264177261,78044.7904587,90.0,45_and_up,1.0,570.212888681,8.0,Motorcycle_or_truck,Services_or_Retail,377.944333696,1.0,Yes
Greens,7.0,833.997793348,82073.7949714,Environment,277.999264449,No,295.230259454,Yes,Female,By_16:00,0.0312878342811,0.27718597604,7.56024769507,,3.23529242771,6.04156867368,5435.0,52.7653681347,507.630475575,,60246.776392,No,87160.9060972,22.5306563503,245.6827401,82.6197374845,77571.5902988,90.0,30-45,3.0,804.160539514,15.0,Car,Public_Sector,635.540171102,1.0,No
Whites,1.0,730.593941381,118525.86062,Social,,No,486.696592623,Yes,Male,By_16:00,0.0588838595431,0.0301173783373,4.70405177446,2.85007866332,9.37147072516,2.01335630612,5172.0,92.8491756087,482.540704893,5832.04733601,58509.2955919,No,236873.57327,21.966809165,22.6901675119,15.4307558201,59561.0321119,70.0,Below_30,1.0,735.830144229,7.0,Car,Student_or_Unemployed,505.747701127,0.0,Yes
Pinks,10.0,168.175331898,38717.0878171,,56.0584439659,No,690.655770622,No,Male,By_16:00,0.262783565558,0.132793753641,0.436714426614,2.49960630201,1.58860661555,2.75126940105,5385.0,18.4300523251,662.169677928,8230.89706207,75709.2473776,No,477005.393493,25.7326578093,251.260071245,,3208.60758384,90.0,Below_30,1.0,904.02970117,8.0,Car,Public_Sector,478.022827945,0.0,No
Reds,7.0,72.6932718795,10965.1999671,Foreign_Affairs,24.2310906265,No,452.526059853,Yes,Female,By_16:00,0.423124153167,0.448328333907,2.2818547627,1.45825821208,8.9322753693,8.56204880867,9309.0,24.6392203728,426.811833265,5378.88426506,52522.8600885,Maybe,204779.834846,20.6594248048,94.1594272449,96.2409859523,621.376843576,40.0,Below_30,2.0,661.665221355,9.0,Foot_or_bicycle,Industry_or_other,464.563930862,1.0,No
Browns,10.0,125.080585189,21419.0970852,Healthcare,41.6935283963,No,513.727139657,No,Female,By_16:00,0.634345690021,0.343936221441,0.0717506022193,8.12498480082,0.568060493097,5.11492065387,8367.0,,436.197054082,6009.66550473,54654.3912882,No,263915.57402,20.8853310743,68.4491470998,71.8304895563,1790.04383853,80.0,45_and_up,4.0,683.629749324,8.0,Motorcycle_or_truck,Student_or_Unemployed,479.359373369,,Yes
Purples,4.0,106.754500584,13060.5098911,Environment,35.584833528,No,367.024616846,Yes,Male,By_16:00,0.147577716969,0.705353592988,4.93957449449,6.7546137888,7.78136306675,5.93032976845,8531.0,10.5457258876,425.712495123,4521.6711587,53441.5676859,No,134707.069371,20.6328014366,168.277673673,49.0619796561,1311.86521074,90.0,45_and_up,5.0,705.60782881,15.0,Car,Industry_or_other,571.52824303,0.0,Yes
Pinks,6.0,498.536354806,120910.413328,Financial,166.178784935,No,727.592354071,No,Female,After_16:00,0.0490143648349,0.256725176703,4.72378051607,9.68072674936,3.0034275027,2.97360087046,9375.0,10.9803291736,664.488932801,8604.90140631,76837.1336474,No,529390.633703,25.7776828439,280.933956062,80.6313612033,27791.5673475,60.0,30-45,1.0,916.645992408,7.0,Foot_or_bicycle,Student_or_Unemployed,491.69343496,0.0,No
Pinks,3.0,795.879044126,95615.9104274,Social,,No,360.416238371,Yes,Female,After_16:00,0.254423558014,0.558543249266,9.4366801274,5.86394783109,7.76364014251,9.02142906096,4421.0,72.5266652415,389.297971922,4382.75832755,50273.7879997,No,129899.864881,19.7306353654,189.758238425,67.3317664536,70655.6766679,70.0,Below_30,4.0,669.080976688,8.0,Foot_or_bicycle,Hightech,565.342356242,1.0,Yes
Browns,,480.756126848,77688.913498,Education,,No,484.792033794,Yes,Male,After_16:00,0.179220681544,0.381233241176,2.90721397148,6.27097906079,6.66397419292,1.87265375163,9383.0,91.8332041008,454.916345147,5757.75302824,54817.6766443,No,235023.31603,21.3287680176,74.452005309,7.38406323362,25850.9690981,100.0,45_and_up,2.0,679.271402231,10.0,Foot_or_bicycle,Hightech,442.734976439,0.0,
Purples,9.0,300.574340631,40770.5752268,Healthcare,100.191446877,No,406.926703801,Yes,Male,,0.317094583297,0.619719060138,1.55068585649,6.12720814068,2.58188495878,6.15248545073,6846.0,53.6325945985,418.383691133,4906.03442028,51492.5922363,No,165589.342267,20.4544296213,124.98033795,63.1024667295,10148.5174742,80.0,45_and_up,1.0,658.632405031,11.0,Car,Hightech,482.788825261,1.0,No
