"Vote","Occupation_Satisfaction","Avg_monthly_expense_when_under_age_21","AVG_lottary_expanses","Most_Important_Issue","Avg_Satisfaction_with_previous_vote","Looking_at_poles_results","Garden_sqr_meter_per_person_in_residancy_area","Married","Gender","Voting_Time","Financial_balance_score_(0-1)","%Of_Household_Income","Avg_government_satisfaction","Avg_education_importance","Avg_environmental_importance","Avg_Residancy_Altitude","Yearly_ExpensesK","%Time_invested_in_work","Yearly_IncomeK","Avg_monthly_expense_on_pets_or_plants","Avg_monthly_household_cost","Will_vote_only_large_party","Phone_minutes_10_years","Avg_size_per_room","Weighted_education_rank","%_satisfaction_financial_policy","Avg_monthly_income_all_years","Last_school_grades","Age_group","Number_of_differnt_parties_voted_for","Political_interest_Total_Score","Number_of_valued_Kneset_members","Main_transportation","Occupation","Overall_happiness_score","Num_of_kids_born_last_10_years","Financial_agenda_matters"
"Greys",2,705.98956741248,119314.774333453,"Military",235.32985580416,"No",507.010782485442,"No","Female","After_16:00",0.654417466605082,0.0947790364734828,NA,5.41255969088525,7.41821519797668,5.86800063727424,9923,37.0213762391359,411.649913680926,5893.40765221627,51621.139590939,"Maybe",NA,20.2891575399504,NA,25.5121464841068,55625.4708886109,30,"45_and_up",2,640.098243913821,9,"Motorcycle_or_truck","Industry_or_other",437.824486704887,1,"Yes"
"Greens",9,292.50416881302,30074.8256398228,"Financial",97.5013896043401,"No",308.455353937684,"Yes","Male","After_16:00",0.729490461526439,0.774861868936568,7.49782786937431,6.99570454191417,6.4963031001389,2.73473626933992,4294,38.9300488401204,518.94777115328,4122.4490816834,62746.5949601296,"No",95144.705372822,22.7804251749892,274.058090887857,43.9980020048097,9614.02236438167,60,"30-45",1,845.442708799689,12,"Motorcycle_or_truck","Hightech",695.088358735937,1,"Yes"
"Purples",1,340.371336944116,49183.0125374514,"Healthcare",113.457112314705,"No",433.49430929485,"Yes","Male","By_16:00",0.839730110252276,0.0548382338602096,2.63411671854556,0.772861454170197,5.65139009384438,8.84868017863482,7493,35.5736033525318,353.726582091555,5042.39625713161,46669.5795796272,"No",187917.316191019,18.8076203197415,162.134643569358,98.6328630475327,12995.9734471064,80,"Below_30",3,600.878349470371,12,"Car","Public_Sector",478.349989316972,0,"Yes"
"Purples",7,512.663411185412,75388.3889606713,"Environment",170.887803728471,"No",441.157223136055,"Yes","Male","By_16:00",0.611370733939111,0.434626074275002,1.92100690677762,3.4707375895232,NA,9.58733447827399,8245,49.6851162286475,368.051500971392,5147.67523330333,48206.4577243455,"No",194619.695525115,19.1846683831489,144.842531333086,9.85734462738037,29383.5292668688,90,"30-45",1,620.202613477449,12,"Car","Student_or_Unemployed",489.681080579181,1,"Yes"
"Greys",6,724.164296068596,107083.669140244,"Military",241.388098689532,"No",443.616192022674,"Yes","Male","By_16:00",0.144822260132059,0.811336364364251,1.77718833088875,9.29481267463416,5.10507591068745,2.0374482893385,4388,92.4591179704294,359.273592206139,5154.70910463902,46328.9349751801,"Maybe",196795.325824698,18.9545137686552,164.261515609487,40.6139857834205,58519.6022876367,30,"30-45",3,586.08985945526,9,"Public_or_other","Industry_or_other",436.764014534935,0,"Yes"
"Browns",3,343.988601513907,53790.1303755163,"Financial",114.662867171302,"No",469.115518410644,"Yes","Female","After_16:00",0.903938392642885,0.34290962619707,9.63799071032554,NA,4.64084844803438,1.10346914501861,5169,96.5592513792217,439.678325741811,5570.51183559007,53495.5638008874,"No",220069.369613688,20.968507952208,84.3120420578761,39.5864311372861,13272.235975115,60,"30-45",1,667.542347803511,5,"Motorcycle_or_truck","Industry_or_other",449.840605589632,1,"No"
"Greys",9,356.863432440043,49377.1565739687,"Military",118.954477480014,"No",415.092879393839,"Yes","Male","After_16:00",0.165582835441455,0.215853988425806,7.50807674834505,0.675939826760441,9.57132270792499,4.44997666403651,3950,58.7459150701761,403.590161575108,4958.1091170886,47967.3681079124,"Maybe",172302.098523468,20.0895535434491,179.28902822979,14.5657187793404,14279.1221900233,30,"45_and_up",5,592.209481883252,9,"Motorcycle_or_truck","Public_Sector",374.938097052542,0,"Yes"
"Greens",7,931.227317277493,77271.1830905726,"Education",310.409105759164,"No",248.933364572509,"Yes","Male","After_16:00",0.909927035216242,0.69299428188242,1.69892468024045,7.30374837992713,7.28770745685324,7.59371665073559,9603,75.8491080487147,487.722506528323,3464.77865878174,57388.8214204174,"No",61967.8199973897,22.0844403716355,276.318283662186,54.3979715090245,96674.2220439632,100,"45_and_up",1,771.216498863587,13,"Motorcycle_or_truck","Services_or_Retail",614.745813061691,0,"Yes"
"Purples",10,259.213785377065,38783.468576824,"Social",86.4045951256883,"No",448.858865901839,"Yes","Female","After_16:00",0.343283089343458,0.740460594417527,4.73718952154741,6.50362454820424,NA,7.95970129081979,9816,89.0795987797901,493.207401932655,5475.0034628837,58495.3725108027,"No",201474.281498685,22.2082732767015,51.7444930819961,79.2098061880097,7562.1586539598,70,"45_and_up",1,736.776453456943,13,"Motorcycle_or_truck","Student_or_Unemployed",496.00781025474,1,"No"
"Blues",2,2203.72209656161,510984.5030276,"Education",734.574032187202,"Yes",695.620156223245,"No","Female","By_16:00",0.727491880767047,0.112554068444297,5.32642059260979,3.28251715283841,7.91784895583987,3.09689354849979,7597,NA,500.06021966155,7956.32200155555,59041.9506966886,"Yes",483887.401744051,22.362026287024,270.243995029147,78.4090869361535,540343.582795952,100,"30-45",2,676.389919143143,12,"Foot_or_bicycle","Hightech",313.547411650846,0,"No"
"Oranges",5,787.569768455247,103628.634789237,"Military",NA,"No",394.74077957244,"Yes","Female","After_16:00",0.232472475152463,0.825846812920645,0.175371430814266,9.09504728158936,0.844889720901847,5.95060614170507,3451,10.070227063261,429.643039286877,4806.69387429815,49070.2939012008,"Maybe",155820.283057458,20.7278324792265,198.348553299152,22.8405981324613,69190.9832766685,30,"45_and_up",3,599.810585174546,9,"Motorcycle_or_truck","Student_or_Unemployed",347.315543718226,0,"No"
"Blues",1,1381.263196164,326575.094437003,"Environment",460.421065388,"Yes",709.296596066463,"No","Female","After_16:00",0.196662797825411,0.119510057615116,7.45339914923534,1.29104360938072,5.07814832497388,8.0934820137918,3614,8.69037921074778,260.490089634039,7613.94613993271,42566.7760163818,"Yes",503101.661191471,16.1397053763084,327.877966736716,81.3492475776002,212457.978518409,90,"45_and_up",1,515.57784272356,12,"Foot_or_bicycle","Public_Sector",420.414204892556,0,"Yes"
"Greens",10,199.327595390891,17753.1793396003,"Environment",66.4425317969638,"No",267.196009234729,"Yes","Female","By_16:00",0.131616404512897,0.703544515417889,5.60669939499348,4.85063215950504,0.412036429625005,8.881497210823,9850,13.1680290913209,491.878244747252,3655.7165818418,59533.330659517,"No",71393.7073509656,22.1783282676412,294.406568887494,95.1615443686023,4491.05256338751,90,"45_and_up",2,809.426084733966,15,"Motorcycle_or_truck","Services_or_Retail",680.032127075933,0,"Yes"
"Browns",1,165.593687395505,18210.7874740193,"Financial",55.1978957985018,NA,NA,"Yes","Female","After_16:00",0.0582079053856432,0.0819284666795284,0.951981758698821,7.58158418582752,4.99471813207492,0.17539125867188,4510,1.47633412852883,383.829169358524,4066.83980398472,45443.6092914202,"No",108845.983407657,19.5915586250437,230.333241998915,65.0635884841904,3112.00559638077,60,"45_and_up",NA,576.887355157593,6,"Foot_or_bicycle","Hightech",396.898576164489,0,"Yes"
"Blues",4,1258.51187683572,301607.613457659,"Education",419.503958945242,"Yes",718.962496125162,"No","Male","After_16:00",0.877220797352493,0.419117303797975,6.88358579995111,6.9823064445518,0.680138589814305,4.25988742383197,6032,82.8725334955379,313.966727814586,7817.5584168808,52698.3570867094,"Yes",516907.070834524,17.7191062927729,332.714508882103,95.8191230893135,176413.075529676,100,"30-45",0,688.350140024226,14,"Public_or_other","Public_Sector",667.767670757166,0,"Yes"
"Oranges",7,54.5457843525095,8191.24606329616,"Military",18.1819281175032,"No",450.515809454263,"Yes","Female","By_16:00",0.0338330524973571,0.76230081054382,6.92595541244373,8.88834505807608,6.16119038546458,1.77972666919231,3697,61.167965689674,417.83516407003,5340.82842268269,48969.4566672949,"Maybe",202964.49456823,20.4410167083252,184.170479215899,22.75659753941,358.764438187555,30,"Below_30",1,592.491810803455,7,"Motorcycle_or_truck","Student_or_Unemployed",342.777164390002,0,"Yes"
"Browns",3,256.354968296556,43565.4744160838,"Environment",85.4516560988521,"No",509.825981203763,"No","Female","After_16:00",0.460438341833651,0.024321832228452,6.34365481324494,0.58794341981411,1.27235103165731,8.42580834869295,7892,7.68536722753197,485.457452215196,6069.17471646802,57518.9229119652,"No",259922.531110379,22.033099015236,66.896208067292,52.4944947799668,7397.43718613534,90,"30-45",1,705.617893250695,9,"Foot_or_bicycle","Student_or_Unemployed",435.447176273285,0,"No"
"Blues",3,1408.33384912716,205543.276045396,"Healthcare",469.44461637572,"Yes",437.843504591155,"Yes","Male","By_16:00",0.91607124148868,0.652720322133973,3.94161688862368,0.105111955199391,0.259855831973255,4.24523401306942,8495,NA,372.952056367029,5124.33915864561,38775.4107545031,"Yes",191706.934512665,19.3119666623322,457.378744355927,68.801845330745,220857.692460523,80,"30-45",4,411.960911343598,10,"Foot_or_bicycle","Student_or_Unemployed",65.0394203083138,3,"No"
"Greens",5,198.130219143551,16839.7328460775,"Healthcare",66.0434063811837,"No",254.979774194011,"Yes","Male","After_16:00",0.522111179307103,0.484684097347781,7.40175053942949,7.97977925278246,5.10907893069088,3.80705541698262,9610,9.84671746846288,471.016520565635,3491.83078307138,55605.0214090954,"No",65014.685248029,21.7029150246144,262.915719535781,24.2667039157823,4437.77493281136,80,"45_and_up",4,744.826837288178,14,"Public_or_other","Industry_or_other",590.827982719411,0,"No"
"Greens",10,474.810050338984,49351.9756157663,"Financial",158.270016779661,"No",311.821383607184,"Yes","Female","After_16:00",0.354787366231903,0.972386956680566,7.59640266187489,2.46526145609096,7.20974320080131,3.50831069750711,4325,59.6419685985893,519.516876195766,4157.24758846337,62411.1286824179,"No",97232.5752746988,22.792912850177,258.419378965068,81.4179791603237,25217.6682282139,60,"Below_30",3,836.765045750701,9,"Public_or_other","Hightech",676.035437627587,0,"No"
"Greens",2,50.4185871427434,5361.46847322552,"Healthcare",16.8061957142478,"No",319.017376947492,"Yes","Female","By_16:00",0.20533118583262,0.535854359623045,5.73637367924675,6.04170825565234,2.36654132138938,NA,3990,1.97276505641639,520.696059296995,4231.56588806891,62183.4098442764,"No",101772.086794458,22.818765507735,240.296523779075,29.4171459740028,309.25441009985,80,"30-45",0,NA,13,"Motorcycle_or_truck","Public_Sector",656.714334452585,0,"No"
"Purples",8,410.736304961574,58400.320689821,"Healthcare",136.912101653858,"No",426.553387059013,"Yes","Female","After_16:00",0.841141965473071,0.188928234856576,0.523784155957401,3.81185782374814,3.66787618026137,6.66235650889575,6645,41.6975212283432,482.662290238931,5230.858451068,57900.8143958199,"No",181947.792011516,21.9695764692661,78.9870400949393,29.9498220672831,18891.8356809302,80,"45_and_up",2,738.712782457943,11,"Foot_or_bicycle","Services_or_Retail",523.322765074008,0,"Yes"
"Purples",6,178.384935386356,20992.138473984,"Education",59.4616451287852,"No",353.036624340247,"Yes","Male","After_16:00",0.762898061191663,0.510264651151374,6.88345335191116,1.71675687190145,2.25770288147032,0.68563508335501,7928,24.1198665462434,420.392814850428,4371.15187310332,49614.142492873,"No",124634.858125557,20.5034829931509,179.712923709394,9.89331502933055,3605.14888655037,100,"45_and_up",3,630.637515170161,16,"Public_or_other","Services_or_Retail",433.960638741502,1,"Yes"
"Purples",NA,112.676980694447,15094.2859559741,"Education",37.5589935648156,"No",401.882066672682,"Yes","Female","After_16:00",0.497090220218524,0.53690390707925,1.57876637298614,5.27509389445186,8.6260078032501,4.56368335755542,5792,71.3780197082087,416.851822664762,4852.52431205634,52703.4312078629,"No",161509.195513106,20.4169493966352,136.088892713431,0.228886026889086,1458.23699116668,100,"Below_30",2,687.60028752743,16,"Motorcycle_or_truck","Student_or_Unemployed",544.490880923751,2,"Yes"
"Reds",1,135.659645534455,22355.9924132875,"Other",45.2198818448184,"No",494.384140365665,"Yes","Female","By_16:00",0.890112912515178,0.502062612213194,5.68824652582407,9.87238568020985,2.82275354722515,0.424391676206142,7827,80.8294825255871,364.023028598882,5671.88746085441,48554.4403059586,"Maybe",244415.678245097,19.0793875320693,137.631012956737,88.9578497968614,2100.05759590415,50,"Below_30",1,616.799740467555,11,"Public_or_other","Services_or_Retail",479.481201383988,0,"No"
"Purples",9,464.622858625619,57907.996367099,"Financial",154.87428620854,"No",373.903233291583,"Yes","Female","After_16:00",0.988853185903281,0.852368623716757,8.42100324342027,4.61565590696409,3.65109918639064,8.36315441178158,7009,98.8256115000695,396.744374054229,4532.52108102429,49384.4519655614,"No",139803.6278659,19.9184430630064,163.237989587129,53.5250651184469,24150.9188148132,60,"45_and_up",2,639.863457266358,9,"Foot_or_bicycle","Services_or_Retail",490.806394576787,1,"No"
"Greys",9,126.17024173723,21577.2188060514,"Military",42.0567472457433,"No",513.050110127936,"No","Female","By_16:00",0.764058640226722,0.925456740194932,7.14290861506015,1.89165645744652,5.19366326043382,5.75403045397252,9879,22.0708374632522,417.287945910789,5965.07699310094,50979.9517304857,"Maybe",NA,20.4276270259369,141.551080590464,NA,1820.82673613808,30,"45_and_up",2,619.800340277019,6,"Foot_or_bicycle","Services_or_Retail",385.872355889029,1,"Yes"
"Browns",3,433.277696554678,75703.3256812117,"Social",144.425898851559,"No",524.167246201594,"No","Female","By_16:00",0.323153791716322,0.398124160245061,8.30816454486921,2.75832565966994,6.6704212105833,0.0505256140604615,8573,84.0872356900945,424.025747636364,6089.72395728866,53125.6859717767,"No",274751.301990562,20.5918854803625,95.4520880764301,73.4242754988372,21013.2661579324,70,"45_and_up",3,657.796049132897,6,"Public_or_other","Industry_or_other",447.512303280019,0,"Yes"
"Greens",9,54.8253371758641,6100.48130059618,"Social",18.2751123919547,"No",333.813613276699,"Yes","Female","By_16:00",0.148252640385181,0.277764012571424,4.33043357450515,8.15916664432734,9.16342008393258,5.77283314894885,6804,27.6633528759703,528.152945779833,4394.44202432665,63254.9068129646,"No",111431.528408845,22.9815784005327,236.872794559953,69.6325032506138,362.254845330531,70,"Below_30",2,841.932919592,13,"Foot_or_bicycle","Industry_or_other",666.427814124962,0,"Yes"
"Purples",8,675.591132331582,88312.3071648967,"Environment",225.197044110527,"No",392.155711961977,"Yes","Male","After_16:00",0.206598746823147,0.058822937309742,5.8929935307242,7.11667266208678,8.13097956124693,0.876815216615796,4459,3.26329011004418,430.196406961973,4781.94993354372,50346.70097724,"No",NA,20.7411766050524,161.093972790671,96.0098799783736,50948.9057202294,90,"30-45",5,627.79106174303,13,"Car","Public_Sector",402.797448562113,1,"No"
"Pinks",3,109.352542367081,11814.2428495215,"Social",36.4508474556936,"No",324.11435327757,"Yes","Female","By_16:00",0.941692852182314,0.785620759241283,4.64157454436645,8.022592572961,7.45418860577047,NA,5151,63.3336750091985,371.688515619927,3984.52056401555,47803.1866410538,"No",105050.114000537,19.2792249745659,222.522455808361,66.4658208843321,1375.11512769394,70,"30-45",4,639.934607771365,6,"Public_or_other","Student_or_Unemployed",546.007016771347,0,"Yes"
"Oranges",1,106.915116197166,15739.8257675878,"Military",35.6383720657219,"No",441.653893128494,"Yes","Male","After_16:00",0.845095753902569,0.0121542133856565,8.46391780069098,5.52957770880312,9.34518310939893,6.74025362124667,9073,34.8111880011857,392.833535339833,5202.2060019646,52060.9731413334,"Maybe",195058.161315555,19.8200286412465,141.024342187697,39.3775452161208,1315.73193556055,30,"30-45",2,683.067182661359,7,"Car","Industry_or_other",570.70322308532,1,"No"
"Greens",2,480.946740436995,46689.4812292524,"Environment",160.315580145665,"No",291.234833113723,"Yes","Female","By_16:00",0.587358352262527,0.120704126078635,5.68732367129996,1.45196590805426,8.31732455641031,5.35939725115895,4540,5.39933857508004,494.30549384601,3900.95931882925,58786.2550624482,"No",84817.7280187781,22.2329821177009,241.534166721168,10.4912072885782,25871.4008175868,90,"30-45",3,784.668501508306,15,"Car","Industry_or_other",621.34014747105,1,"No"
"Browns",2,162.404662111265,18807.3974982895,"Financial",54.1348873704218,"No",347.417320176517,"Yes","Female","By_16:00",0.161011058138683,0.324725283076987,7.67668407177553,0.241398226935416,1.66595909744501,6.66433989303187,4275,74.4812579127029,385.188501490108,4244.55020474539,46207.3879348241,"No",120698.794358633,19.6262197452823,210.069505301733,44.7363807586953,2994.72091797867,60,"Below_30",2,587.633413198198,5,"Motorcycle_or_truck","Hightech",412.444059678899,0,"No"
"Browns",7,283.748420769255,44126.6034228274,"Education",94.582806923085,"No",466.53937283455,"Yes","Female","After_16:00",0.384896914940327,0.962263074936345,2.86303171422333,1.80954318493605,5.30090405372903,7.98046577954665,8056,29.720977274701,434.177736628341,5533.74920160218,53714.6864815536,"No",217658.986404855,20.8369320349312,76.3948725676375,9.40343628171831,9050.49017237266,100,"Below_30",5,677.616035316332,10,"Motorcycle_or_truck","Student_or_Unemployed",480.404270134739,0,"Yes"
"Browns",8,819.801852534848,134388.3679555,"Environment",273.267284178283,"No",491.78359699957,"Yes","Female","After_16:00",0.694112312514335,0.0663474691100419,3.08059409959242,6.2375638121739,8.0475164600648,7.45423874352127,9384,23.710269248113,389.827920178314,5697.49181035233,49178.2720728714,"No",241851.106277836,19.7440603771948,137.126429689195,29.1144791059196,74958.2758863525,90,"Below_30",4,609.408646765083,9,"Foot_or_bicycle","Hightech",418.770317809286,0,"Yes"
"Greys",4,386.64939384544,58528.9332454267,"Military",128.883131281813,"No",454.124078638721,"Yes","Male","After_16:00",0.761307629290968,0.989497178466991,5.77543356455863,3.54339848970994,8.29430249752477,7.93030628468841,5628,74.4497978361323,506.313529592341,5553.86784557189,58354.8306970028,"Maybe",206228.678799467,22.5014117244306,75.4608908857991,86.6320183267817,16749.7446602869,30,"30-45",2,721.304127817789,NA,"Motorcycle_or_truck","Student_or_Unemployed",440.41908664162,0,"No"
"Reds",3,524.115531402528,77532.026086176,"Foreign_Affairs",174.705177134176,"No",443.787799297043,"Yes","Female","After_16:00",0.916661776602268,0.25668765977025,4.15355679346249,7.82540071289986,4.29513227427378,3.45770155079663,7089,79.5512838056311,404.561099869979,5247.00019271038,51698.9314816396,"Maybe",196947.610804912,20.1137042801663,111.476418360808,30.9007010422647,30706.604094618,40,"45_and_up",3,664.780528595111,8,"Motorcycle_or_truck","Hightech",512.59351756485,0,"Yes"
"Oranges",8,459.154312420251,69446.6580632288,"Military",153.051437473417,"No",453.747179442799,"Yes","Female","By_16:00",0.523035442223772,0.0646474305540323,4.52731665456668,5.59816360240802,2.28439919184893,3.29780339729041,9424,92.7101125475019,391.820972879649,5321.11374018728,51620.1644200009,"Maybe",205886.502852295,19.7944682393756,126.369213544305,0.445049139671028,23587.7939501527,30,"Below_30",0,671.074126994689,8,"Motorcycle_or_truck","Services_or_Retail",546.12106691745,NA,"No"
"Blues",9,1510.15692192465,343994.032162477,"Financial",503.385640641551,"Yes",683.360835887305,"No","Male","After_16:00",0.525701459962875,0.61668145773001,5.90110530611128,6.95556005463004,0.343594050500542,9.05108761740848,4314,94.9610549258068,663.04583416024,8159.70002719353,72440.8034260142,"Yes",466982.032024597,25.7496763894275,293.8786340736,21.1004754295573,253910.488844746,60,"Below_30",2,834.207823096225,9,"Public_or_other","Industry_or_other",338.260977526557,0,"Yes"
"Pinks",10,336.652025229296,33737.8087294397,"Environment",112.217341743099,"No",300.647014136874,"Yes","Male","By_16:00",0.709484044695273,0.49904499691911,4.7147978679277,5.60092751402408,0.616890410892665,8.77904809080064,5334,66.5216759312898,348.624302928263,3703.71874722526,46088.7999872472,"No",90388.6271094174,18.6714836830998,259.658150457959,51.9917549798265,12714.9491296305,90,"Below_30",2,628.345193889544,10,"Motorcycle_or_truck","Hightech",569.03723968084,0,"Yes"
"Purples",3,822.857351458357,107453.815797766,"Environment",274.285783819452,"No",391.758604115251,"Yes","Female","By_16:00",0.716244641691446,0.954661004710943,8.85646284325048,6.69676830992103,7.97023102873936,0.297932757530361,6158,18.657039385289,360.224257695858,4638.03455654422,48187.1112439378,"No",153474.80389833,18.9795747501322,184.439188359403,52.1506355144083,75516.9769892707,90,"45_and_up",0,639.666265344535,15,"Car","Hightech",552.577146013476,1,"Yes"
"Browns",8,286.622631327473,50514.5376305167,"Healthcare",95.5408771091578,"No",528.721727902944,"No","Female","By_16:00",0.286468647420406,NA,4.21466370346025,0.632634346839041,3.76159380190074,3.3341492456384,3885,60.619738092646,468.081817069795,6223.38091316903,58205.7348545864,"No",279546.665556674,21.6351985678384,44.5247805893754,85.9645231161267,9233.60007589634,80,"Below_30",1,730.035375862952,8,"Foot_or_bicycle","Hightech",511.779135419685,2,"No"
"Whites",5,344.360938632242,34432.4301624582,"Social",114.786979544081,"No",299.968082610235,"Yes","Male","After_16:00",0.987967444816604,0.801119408337399,0.683551903348416,2.67193802399561,5.10974353877828,9.7870659804903,7687,53.9255263283849,272.152361499274,3543.9855491009,38879.2814530705,"No",89980.8505848607,16.4970409922287,303.99744648851,2.61093687731773,13300.8376523973,70,"45_and_up",4,535.969479887644,7,"Public_or_other","Industry_or_other",522.071092554547,0,"No"
"Greens",10,602.405775892688,NA,"Education",200.801925297563,"No",339.0139459386,"Yes","Male","After_16:00",0.470825138501823,0.551928820088506,7.73911455878988,8.55457293102518,3.939538160339,8.56280999490991,5938,99.2917939787731,513.819328176431,4417.77811573886,62211.28138624,"No",114930.45554086,22.6675832010479,232.418247958409,31.2682760180905,40532.2151285055,100,"45_and_up",2,829.871356282416,12,"Motorcycle_or_truck","Services_or_Retail",667.065132659536,3,"Yes"
"Blues",3,1093.8099633459,97591.6462209396,"Social",364.603321115301,"Yes",267.665269538446,"Yes","Male","After_16:00",0.0757932718843222,0.59226510161534,1.41737687634304,3.15529586281627,8.27535525197163,0.329496213234961,8797,1.24500768724829,124.819466032525,2926.29162744951,16697.3627522678,"Yes",71644.696517089,11.1722632457584,599.661285968813,14.3775328062475,133310.185089422,70,"Below_30",2,186.093087415992,13,"Car","Hightech",93.978082065749,0,"No"
"Oranges",4,225.011942767895,30067.5643866392,"Military",75.0039809226317,"No",400.879580213943,"Yes","Male","By_16:00",0.19666954386048,0.237942214589566,9.97562428470701,4.78023098548874,0.920230376068503,7.40642202552408,5460,93.1769229704514,395.762279152136,4800.3203604437,47056.400686305,"Maybe",160704.437832507,19.8937748844239,191.841549236677,26.3980179559439,5710.60113516513,30,"Below_30",4,582.805867747385,NA,"Motorcycle_or_truck","Public_Sector",373.063716978135,0,"Yes"
"Pinks",8,968.117645781093,96971.0294457678,"Healthcare",322.705881927031,"No",300.493529484828,"Yes","Female","After_16:00",0.67568923952058,0.090337076690048,4.77207963122055,5.52028385223821,7.69924347987399,2.98499973258004,9957,30.3447745973244,346.660478904418,3698.25625265712,45648.8634306976,"No",90296.3612622494,18.6188205562119,257.96934661987,72.2870240686461,104471.79211223,80,"45_and_up",2,620.470634334243,7,"Car","Hightech",556.853700743567,1,"No"
"Purples",9,1027.40396300777,129101.920762856,"Social",342.467987669258,"No",376.97514924384,"Yes","Female","By_16:00",0.673110529780388,0.775594679405913,7.25520291831344,3.00236322684214,5.30292418785393,0.598487164825201,9276,78.0271906405687,358.432862906259,4486.61721825092,46073.7932787708,"No",142110.263147415,18.9323232305562,188.856877042046,85.7561620650813,117636.7905659,70,"30-45",4,599.21288956447,13,"Motorcycle_or_truck","Hightech",477.851596048906,1,"No"
"Greens",7,10.9812530444657,1121.96780955103,"Environment",3.66041768148857,"No",306.513602320585,"Yes","Male","After_16:00",0.923748882953078,0.363593955524266,9.34074463555589,5.60142614878714,1.01322572911158,6.27742702607065,6128,3.29081579111516,504.853646722662,4074.84331665117,60740.9278409346,"No",93950.5884075417,22.4689485006011,250.066527246545,53.2730638748035,27.0590752844428,90,"Below_30",2,814.191487144883,13,"Motorcycle_or_truck","Student_or_Unemployed",658.343689724857,0,"No"
"Whites",8,110.326179988097,12041.5956601308,"Healthcare",36.7753933293656,"No",327.436216719277,"Yes","Female","By_16:00",0.0800847325008363,0.40495613636449,3.25871782843024,9.44859338924289,1.17425948381424,3.6276300647296,7843,93.5610925545916,299.29945165299,3872.96107049875,41860.3335596483,"No",107214.476019433,17.3002731670049,267.253869880776,10.4729838203639,1399.20494785891,80,"Below_30",4,570.590557359214,8,"Public_or_other","Public_Sector",NA,0,"Yes"
"Blues",10,1083.87113724783,151677.100540854,"Education",361.290379082611,"Yes",419.820480484403,"Yes","Female","By_16:00",0.86087630293332,0.335635528899729,7.28656874969602,4.79641828685999,2.45681938715279,9.18471298879012,6911,70.492425467819,317.219510911574,4832.64382666718,47950.0020031718,"Yes",176249.235834155,17.8106572285128,262.898352126216,94.2769299494103,130902.02839674,100,"45_and_up",2,663.033802695183,14,"Motorcycle_or_truck","Services_or_Retail",671.108389652652,0,"Yes"
"Greys",4,742.288295840644,96445.9395378403,"Foreign_Affairs",247.429431946881,"No",389.791702543073,"Yes","Female",NA,0.202436011750251,0.832834319910035,NA,4.16845200350508,9.3047656212002,2.33865987043828,8334,87.1167216915637,487.975548153679,4873.86812173809,55136.0540306417,"Maybe",151937.571371427,22.0901685859044,141.663461789613,98.6455313628539,61478.7532255033,40,"45_and_up",1,684.060451312512,9,"Public_or_other","Public_Sector",411.806575439787,1,"No"
"Reds",7,291.011306523827,47578.0673026105,"Foreign_Affairs",97.0037688412756,"No",490.476482212367,"Yes","Female","After_16:00",0.34696796326898,0.252065404318273,9.69571852823719,0.652319430373609,7.5715640024282,3.98663183674216,5747,67.0090701198205,415.246426033957,5735.25767419158,NA,"Maybe",240567.179603418,20.3775961789892,86.1081821471759,31.0281662736088,9516.73493825291,40,"Below_30",2,666.837455977069,9,"Motorcycle_or_truck","Public_Sector",488.136048650543,1,"No"
"Pinks",2,452.682249021871,108619.62420943,"Education",150.89408300729,"No",719.840182230224,"No","Male","By_16:00",0.277725309832022,0.584763556951657,9.25420248880982,6.12654089694843,1.75750936148688,2.29433570755646,NA,34.9302583839744,669.981339582878,8538.364501468,77615.1886394223,"No",518169.887953242,25.8839977511759,278.156304065506,80.2945061819628,22929.9183696183,100,"Below_30",2,931.041101562358,11,"Motorcycle_or_truck","Public_Sector",512.147755429492,1,"Yes"
"Browns",1,266.073911544165,NA,"Environment",88.6913038480549,"No",349.051493889877,"Yes","Male","By_16:00",0.257673266809434,0.304925480857491,2.29961718898267,7.25511411903426,4.68764681601897,4.4720504572615,3595,46.5716300765052,380.846902410343,4252.20874371945,46152.5896316561,"No",121836.945386755,19.5152991883379,206.798872682052,36.1386017175391,7964.83868211606,90,"30-45",4,589.644797269182,8,"Public_or_other","Industry_or_other",423.954871421772,1,"No"
"Greens",1,453.418236627271,44003.8983711989,"Healthcare",151.13941220909,"No",291.147740539858,"Yes","Female","After_16:00",0.435455601196736,0.679305847035721,1.26098750159144,8.07800380513072,NA,5.08342790650204,4821,0.364502402953804,490.040611384228,3891.55862816704,59561.8676100506,"No",84767.0068214646,22.1368609198375,269.453628605766,53.5644584801048,23004.2613351185,80,"30-45",1,805.131913650548,13,"Foot_or_bicycle","Industry_or_other",669.961178701513,0,"No"
"Browns",8,176.621064715827,18873.7452594401,"Education",58.873688238609,"No",320.5803105616,"Yes","Male","After_16:00",0.694051784928888,0.893582073971629,0.960259516723454,8.49965467816219,1.83597161667421,2.66570460982621,6706,67.3822376644239,369.47136052158,3944.74582665916,44249.7519179204,"No",102771.735519772,19.2216378209969,242.622649641056,51.8517157062888,3534.98485505554,100,"45_and_up",0,565.499164148339,9,"Car","Student_or_Unemployed",401.833817245513,0,"No"
